"","x","y"
"1",4.26295428488079,14.2295818359018
"2",2.67376663929435,9.64843431900056
"3",4.3297992629225,13.1052076089079
"4",4.2724293214294,13.5867809153833
"5",3.41464143445641,10.8119356690722
"6",1.46004995809629,8.43914681989942
"7",2.07143296528646,7.99019144196343
"8",2.70527955320944,11.8734616795373
"9",2.99423282725246,10.5378387181025
"10",5.40465338885795,17.3197742647506
"11",3.76359346114046,12.1559190235468
"12",2.20099075101063,8.52692335006626
"13",1.85234299076365,8.72753056235632
"14",2.71053842631178,10.4458046556942
"15",2.70078488210268,8.88940531404903
"16",2.58848916720493,11.1253541111356
"17",3.25222344815613,10.4968077021973
"18",2.10807887271543,9.5182132344028
"19",3.43568329935572,12.3166827891133
"20",1.76246157807004,8.64917059398065
"21",2.77573211472169,10.4445514062424
"22",3.3773956459817,11.9327071280746
"23",3.13333636081484,10.3048492815004
"24",3.80418950974491,11.8854871238615
"25",2.94289322561619,9.8833978285448
"26",3.50360797223373,13.4292984598009
"27",4.08576936214569,14.5195756092259
"28",2.30904616030317,9.85447323340283
"29",1.71540064612781,7.32119021264148
"30",3.04672617218835,11.0901011639637
"31",2.7642934435605,11.8890919416508
"32",2.45711174498975,9.48609503399291
"33",2.56668968254322,10.8515041588644
"34",2.35052835320377,8.82445440140626
"35",3.72675074738545,13.0739369227598
"36",4.1519117540872,12.4435683152253
"37",3.9921603654458,11.8757843783189
"38",2.57048689050812,9.27977108782318
"39",4.23830410085338,12.6938036153889
"40",2.72065371814573,9.6216948220475
"41",4.75790308981071,15.1829548543556
"42",3.56074609088806,12.1831525617255
"43",2.54721602744684,9.80305637576452
"44",2.16795670388217,8.35806066547001
"45",1.83342945291529,7.75252285366118
"46",1.9344094196117,8.17780767296563
"47",1.436217948929,6.86468784284371
"48",4.15653699715018,12.9097171813573
"49",3.83204712857239,13.0886569941527
"50",2.77267130857524,9.48290100255464
"51",3.2661373616721,12.8555060207189
"52",2.62329728141637,9.06631603037035
"53",5.44136462889459,15.7958568273025
"54",2.20466088274463,11.5420696826455
"55",2.94512252628842,11.6918088813705
"56",3.25014132285415,11.2733178004565
"57",3.61824329356625,11.4572992077727
"58",2.82737649735414,11.1790803946061
"59",0.776099725990063,6.54092303968398
"60",1.73638561502942,8.13540194415633
"61",3.35872889597135,12.0035549535259
"62",2.98895452153434,10.5379839717157
"63",2.05935083738139,11.5114938990614
"64",2.88417467784305,12.2805997399067
"65",2.18503129113008,10.0716881904284
"66",3.24226348085969,12.1264434298209
"67",1.5749016052675,7.66120946713426
"68",3.36594112304922,12.5290827826093
"69",3.2484126488726,11.1830900816855
"70",3.06528818167162,10.2233272429907
"71",3.01915639166027,12.7331770714649
"72",3.25733837715553,10.67860278303
"73",2.3509899222911,9.43720303633598
"74",2.88083123758196,10.2082072314472
"75",3.66413569989411,11.4759031872213
"76",4.10096910219409,13.7410158392175
"77",3.14377148075807,9.91628956737634
"78",2.88224640183405,10.5789227017625
"79",2.08793163305166,8.65899739323206
"80",1.56241375917002,6.87367808536847
"81",2.20291047492804,9.34244530559963
"82",4.25408310644997,13.1203746362563
"83",3.77214218580453,12.0112815359436
"84",2.78048437324656,11.4439732904091
"85",2.57518971662271,10.6295478542489
"86",2.58101990057804,10.0806292893392
"87",3.99698686090911,13.1348151643447
"88",2.72422197091197,9.78486342006797
"89",4.2560188173061,13.3308305493272
"90",3.64667439049534,13.285307716557
"91",4.29931230256343,13.5835511745902
"92",2.12673788825556,9.39908554671265
"93",3.00837095999603,12.839027171062
"94",2.11912827674746,8.60493172498605
"95",3.59625901661066,13.0572311787768
"96",3.11971764128954,12.8508718307631
"97",2.71782612267755,9.47790359835501
"98",4.45598840106634,13.9278496939148
"99",3.22901959069469,11.1071214150141
"100",3.99654392854413,12.5513383799584
